#,Name,Team,IP,vFA,vFC,vFS,vSI,vCH,vSL,vCU,vCS,vKN,vSB,Year,YearDate
172,Chase Silseth,LAA,28.2,95.6, ,86.6,94.3, ,83.9,79.0, , , ,2022.0,2022-01-01
173,Noah Davis,COL,1.0,95.6, , ,94.6,87.8,81.4,76.3, , , ,2022.0,2022-01-01
174,Tommy Kahnle,LAD,12.2,95.6, , , ,89.6,87.2, , , , ,2022.0,2022-01-01
175,Mason Thompson,WSN,24.2,95.6, , ,95.9,88.2,84.4, , , , ,2022.0,2022-01-01
176,JT Chargois,TBR,22.1,95.6, , ,96.7, ,87.5, , , , ,2022.0,2022-01-01
177,Jeurys Familia,- - -,44.1,95.6, ,92.2,95.3, ,88.9, , , , ,2022.0,2022-01-01
178,Emilio Pagan,MIN,63.0,95.6,85.9,88.3, , ,84.8,80.2, , , ,2022.0,2022-01-01
179,Ronel Blanco,HOU,6.1,95.6, , , ,88.0,87.6,81.3, , , ,2022.0,2022-01-01
180,Drey Jameson,ARI,24.1,95.6, , ,94.1,86.1,84.5,76.4, , , ,2022.0,2022-01-01
181,Ryan Hendrix,CIN,8.1,95.6, , ,93.8,90.5,85.0, , , , ,2022.0,2022-01-01
182,Jared Solomon,CIN,8.1,95.6, , , ,89.6,86.2, , , , ,2022.0,2022-01-01
183,JoJo Romero,- - -,16.1,95.6,90.1, ,95.3,86.6,84.1, , , , ,2022.0,2022-01-01
184,Calvin Faucher,TBR,21.1,95.5,88.5, ,94.3, ,88.0,85.5, , , ,2022.0,2022-01-01
185,Shawn Armstrong,- - -,61.2,95.5,92.5, ,95.7, ,86.6, , , , ,2022.0,2022-01-01
186,Wily Peralta,DET,38.1,95.5, ,82.7,95.6, ,83.7, , , , ,2022.0,2022-01-01
187,Cade Cavalli,WSN,4.1,95.5, , , ,87.4,89.6,84.9, , , ,2022.0,2022-01-01
188,Carlos Rodon,SFG,178.0,95.5, , , ,84.4,85.3,79.7, , , ,2022.0,2022-01-01
189,Tanner Houck,BOS,60.0,95.5, ,87.8,94.7, ,85.5, , , , ,2022.0,2022-01-01
190,Enyel De Los Santos,CLE,53.1,95.5, , , ,87.5,83.3, , , , ,2022.0,2022-01-01
191,Rico Garcia,BAL,8.0,95.4, , , ,86.4, ,83.5, , , ,2022.0,2022-01-01
192,Griffin Jax,MIN,72.1,95.4, , , ,89.9,86.5,82.9, , , ,2022.0,2022-01-01
193,Max Kranick,PIT,5.0,95.4, , , , ,87.6,78.0, , , ,2022.0,2022-01-01
194,Dominic Leone,SFG,49.1,95.4,91.2, ,95.4, ,85.0, , , , ,2022.0,2022-01-01
195,Jacob Barnes,- - -,22.1,95.4,89.2, , , ,84.6, , , , ,2022.0,2022-01-01
196,Derek Law,- - -,19.2,95.4,90.7, ,95.0,89.6,85.3,77.1, , , ,2022.0,2022-01-01
197,George Kirby,SEA,130.0,95.4, , ,94.7,86.1,87.2,81.0, , , ,2022.0,2022-01-01
198,Chris Martin,- - -,56.0,95.4,91.7,88.5,94.7, ,84.3, , , , ,2022.0,2022-01-01
199,Dinelson Lamet,- - -,32.1,95.4, , ,95.8, ,86.3, , , , ,2022.0,2022-01-01
200,Walker Buehler,LAD,65.0,95.4,91.7, ,95.4,90.7,83.8,79.3, , , ,2022.0,2022-01-01
201,Justin Wilson,CIN,3.2,95.3,91.7, , , ,86.1, , , , ,2022.0,2022-01-01
202,Connor Brogdon,PHI,44.0,95.3,88.4, , ,84.0, , , , , ,2022.0,2022-01-01
203,James Karinchak,CLE,39.0,95.3, , , , , ,83.0, , , ,2022.0,2022-01-01
204,Logan Gillaspie,BAL,17.1,95.3, , , ,86.5,82.2,81.9, , , ,2022.0,2022-01-01
205,Reyes Moronta,- - -,37.2,95.3, , , ,88.9,82.0, , , , ,2022.0,2022-01-01
206,Wandy Peralta,NYY,56.1,95.3, , ,95.4,88.5,87.5, , , , ,2022.0,2022-01-01
207,Trevor Gott,MIL,45.2,95.3, , ,95.2,90.2,91.6,82.8, , , ,2022.0,2022-01-01
208,Alex Cobb,SFG,149.2,95.3, ,89.4,94.6, , ,83.7, , , ,2022.0,2022-01-01
209,Will Vest,DET,63.0,95.3, , ,95.3,87.0,86.6, , , , ,2022.0,2022-01-01
210,Manuel Rodriguez,CHC,13.2,95.3, , ,96.1,83.9,87.3, , , , ,2022.0,2022-01-01
211,Wil Crowe,PIT,76.0,95.3, , ,94.5,86.1,87.8,81.7, , , ,2022.0,2022-01-01
212,Andre Pallante,STL,108.0,95.3, , ,94.9,82.8,86.9,76.5, , , ,2022.0,2022-01-01
213,Jalen Beeks,TBR,61.0,95.3,88.4, , ,90.5,83.0, , , , ,2022.0,2022-01-01
214,Francisco Morales,PHI,5.0,95.3, , , , ,86.5, , , , ,2022.0,2022-01-01
215,Mauricio Llovera,SFG,16.1,95.3, , ,95.2, ,83.6, , , , ,2022.0,2022-01-01
216,Jeremy Beasley,TOR,15.0,95.2, ,87.1, , ,81.9, , , , ,2022.0,2022-01-01
217,Jake Walsh,STL,2.2,95.2, , , ,82.6, ,81.5, , , ,2022.0,2022-01-01
218,William Woods,ATL,2.0,95.2, , , , ,86.0, , , , ,2022.0,2022-01-01
219,Anthony Banda,- - -,26.2,95.2, , ,93.1,86.7, ,81.5, , , ,2022.0,2022-01-01
220,Matt Barnes,BOS,39.2,95.2, , , ,87.5,87.2,84.3, , , ,2022.0,2022-01-01
221,Hunter Strickland,CIN,62.1,95.2, , ,93.1,89.8,84.9, , , , ,2022.0,2022-01-01
222,Raisel Iglesias,- - -,62.0,95.2, , ,95.0,88.8,84.3, , , , ,2022.0,2022-01-01
223,Anthony Castro,CLE,13.1,95.2, , ,95.8,87.7,84.7, , , , ,2022.0,2022-01-01
224,Yerry De Los Santos,PIT,25.2,95.2, , ,95.3, ,83.9, , , , ,2022.0,2022-01-01
225,Jorge Alcala,MIN,2.1,95.2, , ,94.9,87.2,86.7, , , , ,2022.0,2022-01-01
226,Brock Burke,TEX,82.1,95.1,88.9, ,93.5,88.2,85.1, , , , ,2022.0,2022-01-01
227,Jordan Holloway,MIA,2.2,95.1, , ,95.9, ,86.4,79.6, , , ,2022.0,2022-01-01
228,Jason Adam,TBR,63.1,95.1, , ,94.2,90.2,81.5, , , , ,2022.0,2022-01-01
229,Justin Verlander,HOU,175.0,95.1, , , ,86.3,87.5,79.1, , , ,2022.0,2022-01-01
230,Thomas Szapucki,- - -,15.0,95.1, , , ,86.5, ,79.9, , , ,2022.0,2022-01-01
231,Michael Kopech,CHW,119.1,95.1, , , ,85.4,84.2,78.6, , , ,2022.0,2022-01-01
232,Drew VerHagen,STL,21.2,95.1,91.2,89.5,94.7, ,81.5,78.3, , , ,2022.0,2022-01-01
233,Kyle Wright,ATL,180.1,95.1, , ,94.3,88.0,90.0,84.7, , , ,2022.0,2022-01-01
234,Parker Markel,OAK,3.0,95.1, , , , ,82.2, , , , ,2022.0,2022-01-01
235,Steven Wilson,SDP,53.0,95.1, , , ,84.9,82.1, , , , ,2022.0,2022-01-01
236,Michael Lorenzen,LAA,97.2,95.0,90.8, ,94.2,86.0,83.7,81.4, , , ,2022.0,2022-01-01
237,Anthony Bass,- - -,70.1,95.0, ,86.8,95.3, ,86.6, , , , ,2022.0,2022-01-01
238,Joan Adon,WSN,64.2,95.0, , ,94.3,87.5,87.0,79.8, , , ,2022.0,2022-01-01
239,Adbert Alzolay,CHC,13.1,95.0,90.2, ,94.5,86.4,85.6, , , , ,2022.0,2022-01-01
240,Andre Jackson,LAD,9.2,95.0,89.0, , ,84.8, ,80.8, , , ,2022.0,2022-01-01
241,Yu Darvish,SDP,194.2,95.0,90.3,89.3,94.6,87.7,84.8,76.7,69.8, , ,2022.0,2022-01-01
242,Ryan Burr,CHW,9.0,95.0, , ,93.2, ,88.5,80.6, , , ,2022.0,2022-01-01
243,Rowan Wick,CHC,64.0,95.0,92.5,82.8, ,91.6,82.1,77.0, , , ,2022.0,2022-01-01
244,Stephen Nogosek,NYM,22.0,95.0,89.0, , ,87.3,81.4,75.8, , , ,2022.0,2022-01-01
245,Enoli Paredes,HOU,3.0,95.0, , , , ,86.0, , , , ,2022.0,2022-01-01
246,Cody Poteet,MIA,28.0,95.0, , ,94.1,87.8,85.8,78.5, , , ,2022.0,2022-01-01
247,Chris Sale,BOS,5.2,94.9, , ,92.1,87.7,79.2, , , , ,2022.0,2022-01-01
248,Kevin Gausman,TOR,174.2,94.9, ,85.2, ,85.4,84.3, , , , ,2022.0,2022-01-01
249,Luis Patino,TBR,20.0,94.9, , ,94.0,85.6,84.5, , , , ,2022.0,2022-01-01
250,Joel Payamps,- - -,55.2,94.9, , ,94.4,88.9,82.3, , , , ,2022.0,2022-01-01
251,Yimi Garcia,TOR,61.0,94.9,89.3, ,93.8,87.3,82.4, , , , ,2022.0,2022-01-01
252,Yusei Kikuchi,TOR,100.2,94.9,91.1, , ,86.9,86.5, , , , ,2022.0,2022-01-01
253,Luis Ortiz,SFG,8.2,94.9, , ,93.7,85.8,86.4,79.1, , , ,2022.0,2022-01-01
254,Charlie Morton,ATL,172.0,94.9, , ,94.6,87.1,88.3,81.2, , , ,2022.0,2022-01-01
255,Michael Rucker,CHC,54.2,94.9,88.3, ,94.3,90.1,85.9,80.9, , , ,2022.0,2022-01-01
256,Connor Sadzeck,MIL,3.0,94.9, , ,94.0,84.5,89.0, , , , ,2022.0,2022-01-01
257,Max Meyer,MIA,6.0,94.9, , , ,87.8,89.2, , , , ,2022.0,2022-01-01
258,Taylor Hearn,TEX,100.0,94.8,88.7, ,93.9,87.5,84.9, , , , ,2022.0,2022-01-01
259,Keynan Middleton,ARI,17.0,94.8, , , ,86.9,84.3, , , , ,2022.0,2022-01-01
260,Zack Thompson,STL,34.2,94.8, , , ,87.8,88.1,75.1, , , ,2022.0,2022-01-01
261,Jesus Cruz,ATL,8.2,94.8, , , , ,87.0, , , , ,2022.0,2022-01-01
262,J.B. Wendelken,ARI,29.0,94.8, , ,94.2,85.4,85.7,80.2, , , ,2022.0,2022-01-01
263,Ken Giles,SEA,4.1,94.8, , , , ,84.3, , , , ,2022.0,2022-01-01
264,Chad Green,NYY,15.0,94.8, ,88.4, , ,84.7, , , , ,2022.0,2022-01-01
265,Adam Ottavino,NYM,65.2,94.8,87.8, ,94.2,89.0,81.0, , , , ,2022.0,2022-01-01
266,Luke Weaver,- - -,35.2,94.8,87.1, , ,86.9, ,82.3, , , ,2022.0,2022-01-01
267,MacKenzie Gore,SDP,70.0,94.8, , , ,84.9,87.5,80.9, , , ,2022.0,2022-01-01
268,Buck Farmer,CIN,47.0,94.8, , ,93.3,88.9,83.4, , , , ,2022.0,2022-01-01
269,Caleb Kilian,CHC,11.1,94.8,89.3, ,93.7, , ,77.0, , , ,2022.0,2022-01-01
270,Caleb Ferguson,LAD,34.2,94.7, , , , ,78.2, , , , ,2022.0,2022-01-01
271,Jose Butto,NYM,4.0,94.7, , , ,84.6,82.3,80.2, , , ,2022.0,2022-01-01
272,Zack Kelly,BOS,13.2,94.7, , , ,82.1,85.9, , , , ,2022.0,2022-01-01
273,Jeff Brigham,MIA,24.0,94.7, , ,92.8, ,82.2, , , , ,2022.0,2022-01-01
274,Pierce Johnson,SDP,14.1,94.7, , , , , ,84.1, , , ,2022.0,2022-01-01
275,Kutter Crawford,BOS,77.1,94.7,88.9,86.8, , ,85.6,79.8, , , ,2022.0,2022-01-01
276,Mark Appel,PHI,10.1,94.7, ,86.2,95.0, ,83.1, , , , ,2022.0,2022-01-01
277,Cody Morris,CLE,23.2,94.7,88.3, , ,82.1, ,79.7, , , ,2022.0,2022-01-01
278,Clarke Schmidt,NYY,57.2,94.7, , ,94.9,89.7,86.5,83.6, , , ,2022.0,2022-01-01
279,Joe Barlow,TEX,35.0,94.7, , , , ,87.4,81.5, , , ,2022.0,2022-01-01
280,Brad Keller,KCR,139.2,94.6, , ,93.4,90.0,87.0, , , , ,2022.0,2022-01-01
281,Ron Marinaccio,NYY,44.0,94.6, , , ,83.8,80.4, , , , ,2022.0,2022-01-01
282,Jose Castillo,SDP,1.0,94.6, , ,94.2, ,82.9, , , , ,2022.0,2022-01-01
283,Zach Jackson,OAK,48.0,94.6, , , ,89.1, ,85.4, , , ,2022.0,2022-01-01
284,Joey Krehbiel,BAL,57.2,94.6,86.5, , ,84.5,80.0, , , , ,2022.0,2022-01-01
285,Carl Edwards Jr.,WSN,62.0,94.6, , , ,90.6, ,80.1, , , ,2022.0,2022-01-01
286,Jose Quijada,LAA,40.2,94.6, , , ,87.0, ,81.3, , , ,2022.0,2022-01-01
287,John Schreiber,BOS,65.0,94.6, , ,93.5,88.6,82.2, , , , ,2022.0,2022-01-01
288,Cristofer Ogando,TBR,4.1,94.6, , , , ,81.5, , , , ,2022.0,2022-01-01
289,Trevor Rogers,MIA,107.0,94.6, , ,94.8,85.6,80.6, , , , ,2022.0,2022-01-01
290,Michel Baez,SDP,2.0,94.6, , , ,85.0,85.8, , , , ,2022.0,2022-01-01
291,Giovanny Gallegos,STL,59.0,94.5, , ,94.3,87.1,85.6, , , , ,2022.0,2022-01-01
292,Alex Colome,COL,47.0,94.5,90.8, , , , , , , , ,2022.0,2022-01-01
293,Andrew Bellatti,PHI,54.1,94.5, , , ,89.6,86.1,78.7, , , ,2022.0,2022-01-01
294,Nick Lodolo,CIN,103.1,94.5,87.6, ,94.2,88.4, ,81.6, , , ,2022.0,2022-01-01
295,Zack Weiss,LAA,13.1,94.5,92.5, ,93.9, ,86.5, , , , ,2022.0,2022-01-01
296,Greg Weissert,NYY,11.1,94.5, , ,95.0,85.3,81.9, , , , ,2022.0,2022-01-01
297,Andrew Nardi,MIA,14.2,94.5, , , ,89.1,84.0, , , , ,2022.0,2022-01-01
298,Ryan Feltner,COL,97.1,94.5, , ,93.5,83.7,84.3,77.8, , , ,2022.0,2022-01-01
299,Sean Newcomb,- - -,27.2,94.5,88.8, , ,86.3,84.4,78.9, , , ,2022.0,2022-01-01
300,Fernando Cruz,CIN,14.2,94.5, ,81.7,93.6, ,86.8, , , , ,2022.0,2022-01-01
301,Ryan Pressly,HOU,48.1,94.5, , , ,89.2,89.7,81.0, , , ,2022.0,2022-01-01
302,Yohan Ramirez,- - -,37.1,94.5, , ,95.8, ,82.9, , , , ,2022.0,2022-01-01
303,Jackson Tetreault,WSN,21.0,94.5, , , ,85.9,86.5,82.1, , , ,2022.0,2022-01-01
304,Tyler Cyr,- - -,13.1,94.5,90.1, , ,86.4, , , , , ,2022.0,2022-01-01
305,Sammy Long,SFG,42.1,94.5, , , ,84.1, ,76.8, , , ,2022.0,2022-01-01
306,Noah Syndergaard,- - -,134.2,94.5, , ,93.9,88.8,85.0,76.8, , , ,2022.0,2022-01-01
307,Thomas Hatch,TOR,4.2,94.5, , ,94.3,83.6,88.1, , , , ,2022.0,2022-01-01
308,Ryne Nelson,ARI,18.1,94.5, , , ,81.5,82.1,76.6, , , ,2022.0,2022-01-01
309,Jhon Romero,MIN,5.0,94.4, , , ,83.4,83.2, , , , ,2022.0,2022-01-01
310,Garrett Richards,TEX,42.2,94.4, , ,95.5,90.1,88.6,77.0, , , ,2022.0,2022-01-01
311,Drew Steckenrider,SEA,14.1,94.4,85.3, , ,87.4,81.8, , , , ,2022.0,2022-01-01
312,Josiah Gray,WSN,148.2,94.4, , ,94.6,88.1,85.8,82.7, , , ,2022.0,2022-01-01
313,Nash Walters,LAA,0.1,94.4, , , , ,87.2,79.4, , , ,2022.0,2022-01-01
314,Victor Arano,WSN,42.0,94.4, , ,94.0, ,84.8, , , , ,2022.0,2022-01-01
315,A.J. Alexy,TEX,7.0,94.4, , , ,88.3,84.0,78.8, , , ,2022.0,2022-01-01
316,Heath Hembree,- - -,22.0,94.4,93.4, , , ,84.4,79.6, , , ,2022.0,2022-01-01
317,Zack Littell,SFG,44.1,94.4, ,85.5, , ,87.8, , , , ,2022.0,2022-01-01
318,Seth Lugo,NYM,65.0,94.4, , ,94.4,87.5,88.9,79.8, , , ,2022.0,2022-01-01
319,Angel De Jesus,DET,12.2,94.4, , , ,87.6,84.0, , , , ,2022.0,2022-01-01
320,Adrian Houser,MIL,102.2,94.4, ,85.6,93.8, ,85.0,81.2, , , ,2022.0,2022-01-01
321,Beau Brieske,DET,81.2,94.4, , ,93.5,82.0,86.2,78.2, , , ,2022.0,2022-01-01
322,Anthony Kay,TOR,2.0,94.4, , , , ,82.9,79.0, , , ,2022.0,2022-01-01
323,Jimmy Lambert,CHW,47.0,94.4, , , ,85.4,84.4,76.8, , , ,2022.0,2022-01-01
324,Jeff Hoffman,CIN,44.2,94.4, ,87.8, , ,81.4, , , , ,2022.0,2022-01-01
325,Spencer Howard,TEX,37.2,94.4, , , ,79.3,84.7,75.0, , , ,2022.0,2022-01-01
326,Hector Neris,HOU,65.1,94.4, ,85.1,94.6, ,87.7, , , , ,2022.0,2022-01-01
327,Jake McGee,- - -,37.0,94.3, , , , ,85.1, , , , ,2022.0,2022-01-01
328,Michael Fulmer,- - -,63.2,94.3, , ,94.5,86.6,90.3,79.0, , , ,2022.0,2022-01-01
329,Travis Lakins Sr.,BAL,10.1,94.3,92.1, ,93.0,88.8,83.0,80.6, , , ,2022.0,2022-01-01
330,Matt Strahm,BOS,44.2,94.3, , ,94.2,88.2,88.8,82.9, , , ,2022.0,2022-01-01
331,Taylor Rogers,- - -,64.1,94.3, , ,94.3, ,80.9, , , , ,2022.0,2022-01-01
332,Antonio Senzatela,COL,92.1,94.3, , ,92.7,86.7,86.2,78.2, , , ,2022.0,2022-01-01
333,John Brebbia,SFG,68.0,94.3, , , ,90.3,83.8, , , , ,2022.0,2022-01-01
334,Bennett Sousa,CHW,20.1,94.3, , , , ,87.5, , , , ,2022.0,2022-01-01
335,Kyle Muller,ATL,12.1,94.3, , , ,88.2,86.9,80.9, , , ,2022.0,2022-01-01
336,Eduard Bazardo,BOS,16.1,94.3, ,90.0,94.3, , ,82.4, , , ,2022.0,2022-01-01
337,Darwinzon Hernandez,BOS,6.2,94.3, , , , ,84.1,78.4, , , ,2022.0,2022-01-01
338,Miguel Sanchez,MIL,13.1,94.3, , , ,89.0,82.6, , , , ,2022.0,2022-01-01
339,Josh Winder,MIN,67.0,94.3, , ,93.8,89.1,84.5,81.3, , , ,2022.0,2022-01-01
340,Michael Grove,LAD,29.1,94.2, , , , ,85.0,82.5,78.8, , ,2022.0,2022-01-01
341,Tarik Skubal,DET,117.2,94.2, , ,94.9,83.7,89.4,77.0, , , ,2022.0,2022-01-01
342,Austin Davis,- - -,56.0,94.2, , ,93.4,86.4,80.6,79.8, , , ,2022.0,2022-01-01
343,Angel Zerpa,KCR,11.0,94.2, , ,94.0,87.1,83.6, , , , ,2022.0,2022-01-01
344,Dany Jimenez,OAK,34.1,94.2, , , , ,82.1, , , , ,2022.0,2022-01-01
345,Amir Garrett,KCR,45.1,94.2, , , ,85.7,84.8, , , , ,2022.0,2022-01-01
346,Daniel Lynch,KCR,131.2,94.2, , ,93.4,84.9,86.0,81.1, , , ,2022.0,2022-01-01
347,Phil Bickford,LAD,61.0,94.1, , , , ,83.3, , , , ,2022.0,2022-01-01
348,Bryan Shaw,CLE,58.1,94.1,90.7,88.7,93.1,82.0,84.6,82.8, , , ,2022.0,2022-01-01
349,Luke Bard,- - -,15.0,94.1,90.5, , ,86.0,83.2, , , , ,2022.0,2022-01-01
350,Chris Devenski,- - -,14.2,94.1, , , ,83.0,81.8,76.8, , , ,2022.0,2022-01-01
351,Alex Vesia,LAD,54.1,94.1, , , ,85.6,84.9, , , , ,2022.0,2022-01-01
352,Shelby Miller,SFG,7.0,94.1, , , , ,81.8, , , , ,2022.0,2022-01-01
353,Max Scherzer,NYM,145.1,94.1,89.3, , ,84.2,85.0,75.1, , , ,2022.0,2022-01-01
354,Luis Garcia,HOU,157.1,94.1,85.4, ,90.6,84.9,79.6,77.2, , , ,2022.0,2022-01-01
355,Ken Waldichuk,OAK,34.2,94.1, , , ,82.4,81.0,75.2, , , ,2022.0,2022-01-01
356,Devin Williams,MIL,60.2,94.1, , , ,83.5,87.1, , , , ,2022.0,2022-01-01
357,Jackson Stephens,ATL,53.2,94.1, , ,94.0,85.8,86.8,76.7, , , ,2022.0,2022-01-01
358,Tayler Scott,SDP,12.0,94.1, , ,93.4,89.0,83.7, , , , ,2022.0,2022-01-01
359,Davis Martin,CHW,63.1,94.1, , , ,86.0,84.4,79.8, , , ,2022.0,2022-01-01
360,Tyler Matzek,ATL,43.2,94.1,87.8, , , ,83.2,80.2, , , ,2022.0,2022-01-01
361,Jameson Taillon,NYY,177.1,94.1,90.7, ,94.1,87.7,86.1,81.0, , , ,2022.0,2022-01-01
362,Matt Koch,SEA,4.1,94.0,87.8, , , ,83.7, , , , ,2022.0,2022-01-01
363,James Kaprielian,OAK,134.0,94.0, , ,94.4,85.2,85.0,79.4, , , ,2022.0,2022-01-01
364,Framber Valdez,HOU,201.1,94.0, , ,93.9,88.6,83.0,79.1, , , ,2022.0,2022-01-01
365,Casey Mize,DET,10.0,94.0, ,85.0,93.6, ,86.1,82.4, , , ,2022.0,2022-01-01
366,Corbin Martin,ARI,22.1,94.0, , , ,87.8,88.8,84.1, , , ,2022.0,2022-01-01
367,Jose Berrios,TOR,172.0,94.0, , ,93.8,84.6,82.9, , , , ,2022.0,2022-01-01
368,Max Fried,ATL,185.1,94.0, , ,93.5,86.5,87.2,74.2, , , ,2022.0,2022-01-01
369,Matt Moore,TEX,74.0,94.0, , , ,85.1, ,83.6, , , ,2022.0,2022-01-01
370,Anderson Espinoza,CHC,18.1,94.0, , , ,84.7,81.5,78.8, , , ,2022.0,2022-01-01
371,Archie Bradley,LAA,18.2,94.0, , ,93.5,85.9,80.4,79.8, , , ,2022.0,2022-01-01
372,Zac Gallen,ARI,184.0,93.9,89.9, ,94.6,86.0,87.9,81.4, , , ,2022.0,2022-01-01
373,Ryan Pepiot,LAD,36.1,93.9,86.6, , ,86.7, , , , , ,2022.0,2022-01-01
374,Ian Anderson,ATL,111.2,93.9, , , ,88.1, ,81.6, , , ,2022.0,2022-01-01
375,Austin Brice,PIT,6.2,93.9, , ,93.9, , ,81.7, , , ,2022.0,2022-01-01
376,Cristian Javier,HOU,148.2,93.9, , , ,85.3,79.9,76.6, , , ,2022.0,2022-01-01
377,Cal Quantrill,CLE,186.1,93.9,88.6, ,93.7,85.5, ,82.8, , , ,2022.0,2022-01-01
378,Alek Manoah,TOR,196.2,93.9, , ,93.2,86.4,81.5, , , , ,2022.0,2022-01-01
379,Matt Foster,CHW,45.0,93.9, , , ,84.1,85.9,79.9, , , ,2022.0,2022-01-01
380,Ryan Weathers,SDP,3.2,93.9, , , ,83.7,82.4, , , , ,2022.0,2022-01-01
381,Austin Warren,LAA,16.0,93.9, , ,93.7,89.2,86.5, , , , ,2022.0,2022-01-01
382,Erasmo Ramirez,WSN,86.1,93.9,89.2, ,93.1,85.3,78.0,80.5, , , ,2022.0,2022-01-01
383,Foster Griffin,- - -,6.1,93.8,89.0, , ,85.2, ,80.0, , , ,2022.0,2022-01-01
384,Trent Thornton,TOR,46.0,93.8,89.5, ,93.0, ,82.2,79.8, , , ,2022.0,2022-01-01
385,Tommy Nance,MIA,43.2,93.8, , ,94.1, ,87.0,85.3, , , ,2022.0,2022-01-01
386,Manny Banuelos,- - -,41.0,93.8, , ,93.4,83.1,83.8,79.7, , , ,2022.0,2022-01-01
387,Taijuan Walker,NYM,157.1,93.8,88.9,88.9,92.9, ,85.2,75.1, , , ,2022.0,2022-01-01
388,Michael Feliz,BOS,3.1,93.8, , , ,85.5,82.4, , , , ,2022.0,2022-01-01
389,Andrew Wantz,LAA,50.1,93.8,87.9, , ,86.9,81.4, , , , ,2022.0,2022-01-01
390,Lucas Gilbreath,COL,43.0,93.8, ,81.5, ,85.1,82.8, , , , ,2022.0,2022-01-01
391,Nick Sandlin,CLE,44.0,93.8, , ,93.7,88.4,79.1, , , , ,2022.0,2022-01-01
392,Matthew Liberatore,STL,34.2,93.8, , ,92.8,86.0,85.9,74.4, , , ,2022.0,2022-01-01
393,Taylor Widener,ARI,17.1,93.8,85.0, , ,84.6,84.5, , , , ,2022.0,2022-01-01
394,Juan Minaya,MIN,9.2,93.8, , , ,88.4,85.7, , , , ,2022.0,2022-01-01
395,Erich Uelmen,CHC,27.0,93.8, , ,93.2,86.7,83.0, , , , ,2022.0,2022-01-01
396,Keegan Thompson,CHC,115.0,93.8,90.1, ,92.8,86.4,83.9,81.6, , , ,2022.0,2022-01-01
397,Lucas Sims,CIN,6.2,93.8, , , , ,83.7,78.8, , , ,2022.0,2022-01-01
398,Louie Varland,MIN,26.0,93.8, , , ,83.7,86.3,82.4, , , ,2022.0,2022-01-01
399,Ian Hamilton,MIN,2.2,93.8, , , , ,86.6, , , , ,2022.0,2022-01-01
400,Luis Castillo,DET,3.2,93.8, , , ,88.6,84.0, , , , ,2022.0,2022-01-01
401,Greg Holland,TEX,4.2,93.8, , , , ,87.5,78.3, , , ,2022.0,2022-01-01
402,Josh Winckowski,BOS,70.1,93.8,88.8, ,94.1,90.0,84.9, , , , ,2022.0,2022-01-01
403,Aaron Brooks,STL,9.1,93.8, , ,93.0,85.6,85.9,79.7, , , ,2022.0,2022-01-01
404,Erik Swanson,SEA,53.2,93.7, ,83.6, , ,85.0, , , , ,2022.0,2022-01-01
405,Keegan Akin,BAL,81.2,93.7, , , ,84.4,85.5,75.5, , , ,2022.0,2022-01-01
406,Ethan Roberts,CHC,7.2,93.7, , , , ,83.1,80.8, , , ,2022.0,2022-01-01
407,Gabe Speier,KCR,19.1,93.7, , ,93.9,87.3,82.1, , , , ,2022.0,2022-01-01
408,Scott Barlow,KCR,74.1,93.7, , ,92.9, ,84.2,78.7, , , ,2022.0,2022-01-01
409,Tim Mayza,TOR,48.2,93.7, , ,93.7, ,88.5, , , , ,2022.0,2022-01-01
410,Mitch White,- - -,99.0,93.7, , ,94.2,87.2,85.4,80.3, , , ,2022.0,2022-01-01
411,Tyler Wells,BAL,103.2,93.7, , , ,86.8,86.2,76.4, , , ,2022.0,2022-01-01
412,Jarlin Garcia,SFG,65.0,93.7, , , ,85.1,82.5, , , , ,2022.0,2022-01-01
413,Mike Mayers,LAA,50.2,93.7,88.5, ,91.6,86.7,84.6,77.2, , , ,2022.0,2022-01-01
414,David Peterson,NYM,105.2,93.7, , ,93.1,85.8,84.4,78.5, , , ,2022.0,2022-01-01
415,Kirby Snead,OAK,44.2,93.7, , ,93.4,87.7,82.2, , , , ,2022.0,2022-01-01
416,Steven Okert,MIA,51.1,93.7, , , , ,81.9, , , , ,2022.0,2022-01-01
417,Roenis Elias,SEA,7.2,93.6, , ,91.8,85.9, ,77.5, , , ,2022.0,2022-01-01
418,Brett Martin,TEX,50.0,93.6, , ,93.6, ,87.0,82.9, , , ,2022.0,2022-01-01
419,Art Warren,CIN,36.0,93.6, , , , ,85.6, , , , ,2022.0,2022-01-01
420,Mychal Givens,- - -,61.1,93.6, , , ,82.2,84.9, , , , ,2022.0,2022-01-01
421,Nick Pivetta,BOS,179.2,93.6, ,87.2, , ,85.9,77.3, , , ,2022.0,2022-01-01
422,Jose Urquidy,HOU,164.1,93.6,87.5, , ,86.1,80.1,78.2, , , ,2022.0,2022-01-01
423,Dean Kremer,BAL,125.1,93.6,88.0, ,91.6,83.8, ,76.6, , , ,2022.0,2022-01-01
424,Kodi Whitley,STL,12.2,93.6, , , ,83.7,83.0, , , , ,2022.0,2022-01-01
425,Robbie Ray,SEA,189.0,93.6, , ,93.3,87.1,87.3,79.8, , , ,2022.0,2022-01-01
426,Anthony Misiewicz,- - -,29.0,93.6,89.1, , ,91.6,85.9,79.4, , , ,2022.0,2022-01-01
